sample_index,video_frame_index,time_s_from_video_start,time_s_from_trim_start
471,1436,5.523077,1.811538
472,1437,5.526923,1.815385
473,1438,5.530769,1.819231
474,1439,5.534615,1.823077
475,1440,5.538462,1.826923
476,1441,5.542308,1.830769
477,1442,5.546154,1.834615
478,1443,5.550000,1.838462
479,1444,5.553846,1.842308
480,1445,5.557692,1.846154
481,1446,5.561538,1.850000
482,1447,5.565385,1.853846
483,1448,5.569231,1.857692
484,1449,5.573077,1.861538
485,1450,5.576923,1.865385
486,1451,5.580769,1.869231
487,1452,5.584615,1.873077
488,1453,5.588462,1.876923
489,1454,5.592308,1.880769
490,1455,5.596154,1.884615
491,1456,5.600000,1.888462
492,1457,5.603846,1.892308
493,1458,5.607692,1.896154
494,1459,5.611538,1.900000
495,1460,5.615385,1.903846
496,1461,5.619231,1.907692
497,1462,5.623077,1.911538
498,1463,5.626923,1.915385
499,1464,5.630769,1.919231
500,1465,5.634615,1.923077
501,1466,5.638462,1.926923
502,1467,5.642308,1.930769
503,1468,5.646154,1.934615
504,1469,5.650000,1.938462
505,1470,5.653846,1.942308
506,1471,5.657692,1.946154
507,1472,5.661538,1.950000
508,1473,5.665385,1.953846
509,1474,5.669231,1.957692
510,1475,5.673077,1.961538
511,1476,5.676923,1.965385
512,1477,5.680769,1.969231
513,1478,5.684615,1.973077
514,1479,5.688462,1.976923
515,1480,5.692308,1.980769
516,1481,5.696154,1.984615
517,1482,5.700000,1.988462
518,1483,5.703846,1.992308
519,1484,5.707692,1.996154
520,1485,5.711538,2.000000
521,1486,5.715385,2.003846
522,1487,5.719231,2.007692
523,1488,5.723077,2.011538
524,1489,5.726923,2.015385
525,1490,5.730769,2.019231
526,1491,5.734615,2.023077
527,1492,5.738462,2.026923
528,1493,5.742308,2.030769
529,1494,5.746154,2.034615
530,1495,5.750000,2.038462
531,1496,5.753846,2.042308
532,1497,5.757692,2.046154
533,1498,5.761538,2.050000
534,1499,5.765385,2.053846
535,1500,5.769231,2.057692
536,1501,5.773077,2.061538
537,1502,5.776923,2.065385
538,1503,5.780769,2.069231
539,1504,5.784615,2.073077
540,1505,5.788462,2.076923
541,1506,5.792308,2.080769
542,1507,5.796154,2.084615
543,1508,5.800000,2.088462
544,1509,5.803846,2.092308
545,1510,5.807692,2.096154
546,1511,5.811538,2.100000
547,1512,5.815385,2.103846
548,1513,5.819231,2.107692
549,1514,5.823077,2.111538
550,1515,5.826923,2.115385
551,1516,5.830769,2.119231
